                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.3904,                 1.2453,                 1.3068,                0.77997,                0.61117,                0.71115,                0.47177,                 1.1441,                 0.9111,                 1.1225,              0.0027162,              0.0027162,              0.0027162
                    150,                 1.3892,                 1.2396,                 1.3045,                0.78011,                0.61186,                0.71157,                 0.4722,                 1.1439,                0.91046,                 1.1224,              0.0026666,              0.0026666,              0.0026666
                    151,                 1.3897,                 1.2428,                 1.3038,                0.77972,                0.61202,                0.71159,                0.47241,                 1.1433,                0.91009,                  1.122,              0.0026171,              0.0026171,              0.0026171
                    152,                 1.3913,                 1.2432,                 1.3043,                 0.7803,                0.61156,                0.71196,                0.47261,                 1.1429,                0.90915,                 1.1219,              0.0025675,              0.0025675,              0.0025675
                    153,                 1.3834,                 1.2354,                 1.3002,                0.78182,                0.61132,                0.71238,                0.47286,                 1.1425,                0.90861,                 1.1216,               0.002518,               0.002518,               0.002518
                    154,                 1.3854,                 1.2393,                 1.3014,                0.78227,                0.61116,                0.71248,                0.47346,                 1.1417,                0.90809,                  1.121,              0.0024684,              0.0024684,              0.0024684
                    155,                 1.3822,                 1.2319,                 1.2974,                0.77955,                0.61276,                0.71283,                0.47344,                 1.1413,                0.90765,                 1.1206,              0.0024188,              0.0024188,              0.0024188
                    156,                 1.3828,                 1.2322,                 1.2967,                0.77914,                0.61249,                0.71257,                0.47333,                 1.1405,                0.90713,                 1.1199,              0.0023693,              0.0023693,              0.0023693
                    157,                 1.3821,                 1.2325,                  1.298,                0.77744,                0.61435,                0.71293,                0.47345,                   1.14,                0.90648,                 1.1195,              0.0023197,              0.0023197,              0.0023197
                    158,                  1.379,                 1.2286,                 1.2968,                0.78002,                0.61348,                0.71302,                 0.4738,                 1.1399,                0.90613,                 1.1193,              0.0022702,              0.0022702,              0.0022702
                    159,                 1.3806,                 1.2315,                 1.2976,                0.77985,                0.61386,                0.71308,                0.47384,                 1.1395,                0.90586,                 1.1189,              0.0022206,              0.0022206,              0.0022206
                    160,                  1.377,                 1.2283,                 1.2963,                0.77952,                0.61403,                0.71339,                0.47385,                 1.1393,                0.90601,                 1.1187,              0.0021711,              0.0021711,              0.0021711
                    161,                 1.3792,                   1.23,                 1.2963,                0.77954,                0.61507,                0.71353,                0.47402,                 1.1391,                0.90561,                 1.1185,              0.0021215,              0.0021215,              0.0021215
                    162,                 1.3748,                  1.222,                 1.2927,                0.77976,                0.61529,                0.71377,                0.47409,                 1.1389,                 0.9053,                 1.1183,               0.002072,               0.002072,               0.002072
                    163,                 1.3749,                 1.2213,                 1.2912,                0.78016,                0.61341,                0.71398,                0.47421,                 1.1387,                0.90502,                  1.118,              0.0020224,              0.0020224,              0.0020224
                    164,                 1.3747,                 1.2198,                 1.2916,                0.78209,                0.61385,                0.71451,                0.47449,                 1.1381,                0.90471,                 1.1176,              0.0019729,              0.0019729,              0.0019729
                    165,                 1.3743,                 1.2204,                 1.2929,                0.78251,                0.61359,                0.71467,                0.47483,                 1.1378,                0.90422,                 1.1172,              0.0019234,              0.0019234,              0.0019234
                    166,                 1.3714,                  1.225,                 1.2932,                0.78157,                0.61452,                0.71476,                0.47506,                 1.1378,                 0.9038,                 1.1171,              0.0018738,              0.0018738,              0.0018738
                    167,                 1.3674,                 1.2177,                 1.2897,                0.77978,                0.61573,                0.71501,                 0.4753,                 1.1377,                0.90375,                  1.117,              0.0018243,              0.0018243,              0.0018243
                    168,                 1.3679,                 1.2123,                 1.2851,                0.77749,                  0.617,                0.71519,                0.47539,                 1.1375,                 0.9033,                 1.1168,              0.0017747,              0.0017747,              0.0017747
                    169,                  1.364,                 1.2134,                 1.2878,                0.77644,                0.61693,                0.71499,                0.47556,                 1.1375,                0.90294,                 1.1165,              0.0017252,              0.0017252,              0.0017252
                    170,                 1.3608,                 1.2126,                 1.2868,                0.77564,                0.61825,                0.71539,                0.47542,                 1.1372,                 0.9025,                 1.1162,              0.0016756,              0.0016756,              0.0016756
                    171,                 1.3634,                 1.2083,                  1.286,                0.77495,                0.61847,                0.71574,                0.47557,                 1.1371,                0.90192,                 1.1159,              0.0016261,              0.0016261,              0.0016261
                    172,                 1.3624,                 1.2104,                 1.2859,                0.77628,                 0.6177,                0.71568,                0.47602,                 1.1365,                0.90123,                 1.1155,              0.0015765,              0.0015765,              0.0015765
                    173,                 1.3628,                 1.2093,                 1.2853,                0.77485,                0.61831,                 0.7153,                0.47616,                 1.1363,                0.90081,                 1.1153,               0.001527,               0.001527,               0.001527
                    174,                 1.3622,                 1.2079,                 1.2848,                0.77576,                0.61831,                0.71544,                0.47646,                 1.1358,                0.90037,                 1.1149,              0.0014774,              0.0014774,              0.0014774
                    175,                 1.3607,                 1.2073,                 1.2848,                0.77575,                0.61826,                0.71571,                 0.4765,                 1.1356,                0.89997,                 1.1146,              0.0014279,              0.0014279,              0.0014279
                    176,                 1.3567,                 1.2041,                 1.2828,                0.77442,                0.61958,                0.71596,                0.47659,                 1.1354,                0.89924,                 1.1142,              0.0013783,              0.0013783,              0.0013783
                    177,                 1.3569,                 1.2028,                 1.2823,                0.77365,                 0.6199,                 0.7163,                0.47672,                 1.1345,                0.89876,                 1.1137,              0.0013287,              0.0013287,              0.0013287
                    178,                 1.3529,                 1.1995,                 1.2805,                0.77392,                0.62062,                0.71657,                0.47691,                 1.1342,                0.89833,                 1.1134,              0.0012792,              0.0012792,              0.0012792
                    179,                 1.3577,                 1.2002,                 1.2787,                0.77407,                0.62006,                0.71658,                0.47708,                  1.134,                0.89799,                 1.1132,              0.0012296,              0.0012296,              0.0012296
                    180,                 1.3516,                 1.1957,                 1.2791,                0.77419,                0.62105,                0.71703,                0.47759,                 1.1336,                0.89753,                 1.1129,              0.0011801,              0.0011801,              0.0011801
                    181,                 1.3519,                 1.1979,                 1.2783,                0.77469,                 0.6199,                0.71708,                0.47786,                 1.1329,                0.89704,                 1.1123,              0.0011305,              0.0011305,              0.0011305
                    182,                 1.3496,                 1.1965,                 1.2791,                0.77754,                0.61929,                0.71722,                0.47784,                 1.1324,                0.89675,                 1.1119,               0.001081,               0.001081,               0.001081
                    183,                 1.3497,                 1.1917,                 1.2776,                0.77774,                0.61906,                0.71739,                0.47835,                  1.132,                0.89641,                 1.1115,              0.0010314,              0.0010314,              0.0010314
                    184,                 1.3469,                 1.1896,                 1.2754,                0.77903,                0.61902,                 0.7177,                0.47867,                 1.1316,                0.89609,                 1.1112,              0.0009819,              0.0009819,              0.0009819
                    185,                 1.3452,                 1.1888,                 1.2754,                0.77722,                0.62006,                0.71793,                0.47881,                 1.1312,                0.89529,                 1.1109,             0.00093235,             0.00093235,             0.00093235
                    186,                 1.3408,                  1.184,                  1.273,                0.77905,                0.61989,                0.71841,                0.47925,                  1.131,                0.89472,                 1.1107,              0.0008828,              0.0008828,              0.0008828
                    187,                 1.3468,                 1.1871,                  1.274,                0.77892,                0.62056,                0.71891,                0.47926,                 1.1307,                 0.8943,                 1.1105,             0.00083325,             0.00083325,             0.00083325
                    188,                 1.3413,                 1.1824,                 1.2728,                0.77993,                0.62034,                0.71917,                0.47943,                 1.1306,                0.89369,                 1.1103,              0.0007837,              0.0007837,              0.0007837
                    189,                 1.3366,                 1.1785,                 1.2703,                 0.7828,                0.61921,                0.71951,                0.47968,                 1.1302,                0.89334,                   1.11,             0.00073415,             0.00073415,             0.00073415
                    190,                  1.342,                 1.1845,                 1.2732,                0.78089,                0.62127,                0.71969,                0.47958,                 1.1298,                0.89291,                 1.1097,              0.0006846,              0.0006846,              0.0006846
                    191,                 1.1488,                 0.9527,                 1.1501,                0.78077,                0.62259,                0.72039,                0.47996,                 1.1292,                0.89245,                 1.1092,             0.00063505,             0.00063505,             0.00063505
                    192,                 1.1374,                0.93053,                 1.1422,                 0.7813,                0.62237,                0.72056,                0.48068,                 1.1285,                0.89141,                 1.1085,              0.0005855,              0.0005855,              0.0005855
                    193,                 1.1352,                0.92393,                 1.1404,                0.78352,                0.62248,                0.72131,                0.48103,                 1.1274,                0.89061,                 1.1077,             0.00053595,             0.00053595,             0.00053595
                    194,                  1.127,                0.91416,                 1.1376,                0.78276,                0.62381,                0.72178,                0.48155,                 1.1264,                0.88916,                  1.107,              0.0004864,              0.0004864,              0.0004864
                    195,                  1.125,                0.90978,                 1.1351,                0.78243,                0.62401,                0.72257,                 0.4822,                 1.1251,                0.88779,                 1.1061,             0.00043685,             0.00043685,             0.00043685
                    196,                 1.1209,                0.90191,                 1.1322,                0.78571,                0.62249,                0.72322,                0.48287,                 1.1242,                0.88641,                 1.1055,              0.0003873,              0.0003873,              0.0003873
                    197,                 1.1183,                0.89945,                 1.1309,                0.78557,                0.62401,                0.72392,                0.48345,                 1.1233,                0.88512,                 1.1048,             0.00033775,             0.00033775,             0.00033775
                    198,                 1.1145,                0.89681,                 1.1282,                0.78553,                0.62463,                0.72434,                 0.4839,                 1.1224,                0.88332,                 1.1041,              0.0002882,              0.0002882,              0.0002882
                    199,                 1.1116,                0.89254,                 1.1274,                0.78675,                0.62385,                 0.7246,                0.48432,                 1.1218,                0.88217,                 1.1035,             0.00023865,             0.00023865,             0.00023865
                    200,                 1.1101,                0.88726,                 1.1241,                0.78786,                0.62368,                0.72484,                0.48489,                 1.1211,                0.88072,                 1.1028,              0.0001891,              0.0001891,              0.0001891
