                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    128,                 1.3472,                 1.1818,                 1.3005,                0.79608,                0.65205,                0.75138,                0.50377,                 1.1102,                0.85743,                 1.1192,              0.0037567,              0.0037567,              0.0037567
                    129,                 1.3437,                 1.1791,                 1.3006,                0.79563,                0.65194,                0.75179,                0.50425,                 1.1099,                 0.8571,                 1.1187,              0.0037072,              0.0037072,              0.0037072
                    130,                 1.3455,                 1.1828,                 1.3015,                0.79831,                0.65046,                0.75199,                0.50443,                 1.1097,                0.85681,                 1.1183,              0.0036576,              0.0036576,              0.0036576
                    131,                 1.3458,                 1.1831,                 1.3026,                0.79942,                0.65024,                 0.7523,                 0.5045,                 1.1092,                0.85606,                 1.1178,               0.003608,               0.003608,               0.003608
                    132,                 1.3432,                 1.1758,                 1.2988,                0.79911,                0.65057,                0.75252,                0.50471,                 1.1088,                0.85591,                 1.1174,              0.0035585,              0.0035585,              0.0035585
                    133,                 1.3442,                 1.1796,                 1.2994,                0.79848,                0.65189,                0.75251,                0.50487,                 1.1086,                0.85569,                 1.1172,              0.0035089,              0.0035089,              0.0035089
                    134,                 1.3414,                 1.1753,                 1.2994,                0.79954,                0.65161,                 0.7523,                0.50504,                 1.1082,                0.85557,                 1.1169,              0.0034594,              0.0034594,              0.0034594
                    135,                 1.3427,                 1.1766,                  1.299,                0.79901,                0.65178,                0.75251,                0.50539,                 1.1079,                0.85513,                 1.1167,              0.0034098,              0.0034098,              0.0034098
                    136,                 1.3426,                 1.1758,                 1.2991,                0.80119,                0.65078,                 0.7525,                0.50519,                 1.1074,                 0.8547,                 1.1163,              0.0033603,              0.0033603,              0.0033603
                    137,                 1.3357,                 1.1738,                 1.2956,                0.80036,                0.65112,                0.75269,                0.50512,                  1.107,                0.85438,                  1.116,              0.0033107,              0.0033107,              0.0033107
                    138,                  1.337,                 1.1735,                 1.2977,                0.79749,                0.65325,                0.75298,                0.50494,                 1.1066,                 0.8542,                 1.1158,              0.0032612,              0.0032612,              0.0032612
                    139,                 1.3367,                 1.1743,                 1.2987,                 0.7965,                0.65299,                0.75284,                0.50526,                 1.1062,                0.85398,                 1.1154,              0.0032116,              0.0032116,              0.0032116
                    140,                  1.337,                 1.1689,                  1.294,                0.79755,                0.65306,                  0.753,                0.50558,                 1.1057,                 0.8537,                 1.1151,              0.0031621,              0.0031621,              0.0031621
                    141,                 1.3334,                 1.1663,                 1.2919,                 0.8017,                0.65134,                0.75315,                 0.5057,                 1.1053,                 0.8532,                 1.1146,              0.0031126,              0.0031126,              0.0031126
                    142,                 1.3344,                 1.1659,                 1.2931,                0.80179,                 0.6515,                0.75348,                0.50604,                 1.1051,                 0.8529,                 1.1144,               0.003063,               0.003063,               0.003063
                    143,                 1.3333,                  1.164,                 1.2902,                0.80441,                 0.6495,                0.75407,                0.50601,                  1.105,                0.85237,                 1.1143,              0.0030135,              0.0030135,              0.0030135
                    144,                 1.3333,                 1.1675,                 1.2938,                0.80376,                0.64964,                 0.7541,                 0.5064,                 1.1045,                0.85169,                 1.1141,              0.0029639,              0.0029639,              0.0029639
                    145,                 1.3301,                 1.1643,                 1.2919,                0.80367,                0.64916,                0.75426,                0.50642,                 1.1042,                0.85122,                 1.1137,              0.0029144,              0.0029144,              0.0029144
                    146,                 1.3304,                 1.1655,                 1.2941,                0.80226,                0.65019,                0.75428,                 0.5067,                 1.1039,                0.85098,                 1.1134,              0.0028648,              0.0028648,              0.0028648
                    147,                 1.3266,                 1.1598,                 1.2911,                0.80335,                0.64984,                0.75446,                0.50697,                 1.1035,                0.85077,                 1.1132,              0.0028153,              0.0028153,              0.0028153
                    148,                 1.3293,                 1.1584,                 1.2901,                0.80012,                0.65173,                0.75425,                0.50691,                 1.1032,                0.85062,                  1.113,              0.0027657,              0.0027657,              0.0027657
