                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.3267,                  1.162,                  1.292,                0.80124,                0.65058,                0.75432,                0.50722,                 1.1028,                0.84998,                 1.1128,              0.0027162,              0.0027162,              0.0027162
                    150,                 1.3244,                 1.1552,                 1.2879,                 0.7988,                0.65178,                0.75454,                0.50759,                 1.1026,                0.85003,                 1.1124,              0.0026666,              0.0026666,              0.0026666
                    151,                 1.3271,                 1.1557,                 1.2871,                0.79741,                0.65299,                0.75466,                0.50752,                 1.1021,                0.84971,                  1.112,              0.0026171,              0.0026171,              0.0026171
                    152,                 1.3282,                 1.1571,                 1.2893,                0.79894,                0.65266,                0.75473,                0.50786,                 1.1016,                0.84919,                 1.1116,              0.0025675,              0.0025675,              0.0025675
                    153,                 1.3209,                 1.1516,                 1.2847,                0.80266,                0.65063,                0.75497,                0.50816,                 1.1011,                 0.8489,                 1.1111,               0.002518,               0.002518,               0.002518
                    154,                 1.3209,                 1.1539,                 1.2867,                0.80086,                0.65293,                0.75515,                0.50851,                 1.1007,                0.84867,                 1.1109,              0.0024684,              0.0024684,              0.0024684
                    155,                 1.3197,                 1.1481,                 1.2826,                0.80192,                0.65161,                0.75505,                0.50856,                 1.1005,                0.84855,                 1.1106,              0.0024188,              0.0024188,              0.0024188
                    156,                 1.3198,                 1.1484,                 1.2833,                0.80253,                0.65184,                0.75514,                0.50868,                 1.1001,                0.84837,                 1.1105,              0.0023693,              0.0023693,              0.0023693
                    157,                 1.3192,                 1.1485,                  1.284,                0.80289,                0.65175,                0.75517,                0.50877,                 1.0996,                0.84817,                 1.1102,              0.0023197,              0.0023197,              0.0023197
                    158,                 1.3165,                 1.1446,                 1.2827,                0.80064,                0.65294,                 0.7552,                0.50899,                 1.0993,                0.84795,                   1.11,              0.0022702,              0.0022702,              0.0022702
                    159,                 1.3179,                 1.1477,                 1.2837,                 0.8007,                0.65216,                0.75519,                0.50899,                 1.0987,                0.84767,                 1.1096,              0.0022206,              0.0022206,              0.0022206
                    160,                 1.3141,                 1.1444,                 1.2822,                0.80227,                 0.6515,                0.75518,                0.50912,                 1.0983,                0.84731,                 1.1091,              0.0021711,              0.0021711,              0.0021711
                    161,                 1.3159,                  1.144,                 1.2809,                0.80174,                0.65211,                 0.7555,                0.50908,                 1.0982,                0.84702,                  1.109,              0.0021215,              0.0021215,              0.0021215
                    162,                 1.3119,                 1.1365,                 1.2778,                0.80354,                0.65085,                0.75572,                0.50913,                  1.098,                0.84685,                 1.1087,               0.002072,               0.002072,               0.002072
                    163,                  1.311,                 1.1372,                 1.2768,                0.80243,                0.65194,                0.75576,                0.50911,                 1.0977,                0.84685,                 1.1083,              0.0020224,              0.0020224,              0.0020224
                    164,                 1.3106,                  1.137,                 1.2772,                0.80415,                0.65068,                0.75577,                0.50908,                 1.0974,                0.84644,                  1.108,              0.0019729,              0.0019729,              0.0019729
                    165,                 1.3092,                 1.1353,                  1.277,                0.80604,                0.65011,                 0.7559,                0.50913,                 1.0972,                0.84631,                 1.1077,              0.0019234,              0.0019234,              0.0019234
                    166,                 1.3083,                  1.139,                 1.2778,                0.80347,                0.65194,                0.75574,                0.50932,                 1.0966,                0.84566,                 1.1074,              0.0018738,              0.0018738,              0.0018738
                    167,                 1.3046,                 1.1358,                 1.2753,                0.80344,                0.65211,                0.75586,                0.50961,                 1.0963,                0.84518,                  1.107,              0.0018243,              0.0018243,              0.0018243
                    168,                  1.304,                 1.1302,                 1.2703,                0.80323,                0.65233,                0.75635,                0.50993,                  1.096,                0.84477,                 1.1068,              0.0017747,              0.0017747,              0.0017747
                    169,                    1.3,                 1.1289,                 1.2724,                0.80182,                0.65266,                0.75635,                   0.51,                 1.0956,                0.84439,                 1.1064,              0.0017252,              0.0017252,              0.0017252
                    170,                    1.3,                 1.1294,                 1.2724,                 0.8028,                0.65277,                0.75661,                0.51042,                 1.0953,                0.84449,                 1.1062,              0.0016756,              0.0016756,              0.0016756
                    171,                 1.3008,                 1.1235,                  1.272,                0.80211,                0.65301,                0.75672,                0.51064,                 1.0949,                0.84402,                 1.1061,              0.0016261,              0.0016261,              0.0016261
                    172,                  1.298,                 1.1264,                 1.2709,                0.80563,                 0.6515,                0.75681,                0.51094,                 1.0945,                0.84367,                 1.1056,              0.0015765,              0.0015765,              0.0015765
                    173,                  1.298,                 1.1251,                 1.2713,                0.80717,                0.65073,                0.75708,                0.51074,                 1.0943,                0.84361,                 1.1053,               0.001527,               0.001527,               0.001527
                    174,                 1.2989,                 1.1244,                 1.2693,                0.80692,                0.65095,                0.75703,                0.51081,                 1.0941,                0.84321,                  1.105,              0.0014774,              0.0014774,              0.0014774
                    175,                 1.2972,                 1.1244,                 1.2695,                0.80725,                0.65095,                0.75719,                0.51089,                 1.0941,                0.84279,                 1.1049,              0.0014279,              0.0014279,              0.0014279
                    176,                  1.294,                 1.1184,                 1.2668,                0.80522,                0.65244,                0.75724,                 0.5111,                 1.0937,                0.84255,                 1.1045,              0.0013783,              0.0013783,              0.0013783
                    177,                 1.2934,                 1.1189,                 1.2679,                0.80509,                0.65277,                0.75769,                0.51139,                 1.0938,                0.84229,                 1.1042,              0.0013287,              0.0013287,              0.0013287
                    178,                 1.2894,                 1.1154,                 1.2654,                0.80234,                0.65617,                0.75821,                0.51173,                 1.0933,                0.84201,                 1.1039,              0.0012792,              0.0012792,              0.0012792
                    179,                 1.2934,                  1.115,                 1.2631,                0.80095,                 0.6571,                0.75837,                0.51186,                  1.093,                 0.8416,                 1.1035,              0.0012296,              0.0012296,              0.0012296
                    180,                 1.2887,                 1.1121,                 1.2647,                0.80055,                0.65721,                0.75856,                0.51194,                 1.0926,                0.84112,                 1.1033,              0.0011801,              0.0011801,              0.0011801
                    181,                 1.2882,                 1.1134,                 1.2625,                0.80249,                 0.6566,                 0.7583,                0.51195,                 1.0925,                0.84078,                 1.1031,              0.0011305,              0.0011305,              0.0011305
                    182,                  1.285,                 1.1133,                 1.2628,                0.80096,                0.65781,                0.75847,                0.51208,                 1.0922,                0.84062,                 1.1029,               0.001081,               0.001081,               0.001081
                    183,                 1.2856,                 1.1076,                 1.2606,                0.80142,                0.65869,                0.75891,                0.51229,                  1.092,                0.83999,                 1.1027,              0.0010314,              0.0010314,              0.0010314
                    184,                  1.282,                 1.1067,                   1.26,                0.80274,                0.65825,                  0.759,                0.51234,                 1.0918,                0.83948,                 1.1024,              0.0009819,              0.0009819,              0.0009819
                    185,                 1.2824,                 1.1046,                 1.2596,                0.80249,                0.65835,                0.75891,                0.51249,                 1.0916,                0.83894,                 1.1021,             0.00093235,             0.00093235,             0.00093235
                    186,                 1.2769,                 1.1017,                 1.2578,                 0.8013,                0.65864,                0.75886,                0.51254,                 1.0909,                0.83879,                 1.1015,              0.0008828,              0.0008828,              0.0008828
                    187,                 1.2815,                 1.1038,                 1.2576,                0.79838,                0.66122,                0.75904,                0.51277,                 1.0905,                0.83828,                 1.1011,             0.00083325,             0.00083325,             0.00083325
                    188,                 1.2777,                 1.1002,                 1.2571,                0.79786,                0.66146,                0.75918,                0.51271,                 1.0902,                0.83784,                 1.1009,              0.0007837,              0.0007837,              0.0007837
                    189,                  1.274,                 1.0952,                 1.2546,                0.79793,                0.66122,                0.75917,                0.51283,                 1.0899,                0.83747,                 1.1005,             0.00073415,             0.00073415,             0.00073415
                    190,                 1.2773,                 1.0998,                 1.2574,                0.79786,                0.66111,                0.75926,                0.51329,                 1.0897,                0.83738,                 1.1003,              0.0006846,              0.0006846,              0.0006846
                    191,                 1.1005,                0.88113,                 1.1373,                0.79839,                0.66133,                0.75979,                0.51373,                 1.0888,                0.83718,                 1.0997,             0.00063505,             0.00063505,             0.00063505
                    192,                 1.0859,                0.85934,                 1.1261,                0.80102,                0.65957,                0.75983,                0.51402,                 1.0877,                0.83618,                 1.0988,              0.0005855,              0.0005855,              0.0005855
                    193,                 1.0836,                 0.8506,                 1.1252,                0.80172,                 0.6599,                0.76026,                0.51442,                 1.0865,                0.83529,                  1.098,             0.00053595,             0.00053595,             0.00053595
                    194,                 1.0763,                0.84217,                 1.1223,                0.80559,                0.65661,                0.76025,                 0.5149,                 1.0856,                0.83445,                 1.0974,              0.0004864,              0.0004864,              0.0004864
                    195,                 1.0731,                0.84063,                 1.1198,                0.80382,                0.65902,                0.76076,                0.51545,                 1.0846,                0.83333,                 1.0969,             0.00043685,             0.00043685,             0.00043685
                    196,                 1.0672,                0.83484,                 1.1164,                0.80368,                0.65979,                0.76095,                0.51605,                 1.0837,                0.83241,                 1.0963,              0.0003873,              0.0003873,              0.0003873
                    197,                 1.0661,                0.83011,                 1.1157,                0.80646,                0.65872,                0.76146,                0.51645,                 1.0831,                0.83122,                  1.096,             0.00033775,             0.00033775,             0.00033775
                    198,                 1.0631,                0.82682,                 1.1143,                0.80326,                0.66155,                0.76206,                0.51702,                 1.0824,                 0.8303,                 1.0954,              0.0002882,              0.0002882,              0.0002882
                    199,                 1.0604,                0.82267,                 1.1124,                 0.8043,                0.66145,                0.76249,                0.51762,                 1.0821,                0.82942,                 1.0951,             0.00023865,             0.00023865,             0.00023865
                    200,                 1.0585,                0.81973,                 1.1087,                 0.8043,                 0.6621,                0.76264,                0.51807,                 1.0816,                0.82823,                 1.0946,              0.0001891,              0.0001891,              0.0001891
